"id","parent_id:id","code","name"
"nace_26_699999999999999","nace_26","26.699999999999999","Manufacture of optical instruments and photographic equipment"
"nace_26_699999999999999","nace_26_699999999999999","26.699999999999999","Manufacture of optical instruments and photographic equipment"
"nace_26_800000000000001","nace_26","26.800000000000001","Manufacture of magnetic and optical media"
"nace_26_800000000000001","nace_26_800000000000001","26.800000000000001","Manufacture of magnetic and optical media"
"nace_27","nace_C","27","Manufacture of electrical equipment"
"nace_27_100000000000001","nace_27","27.100000000000001","Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus"
"nace_27_109999999999999","nace_27_100000000000001","27.109999999999999","Manufacture of electric motors, generators and transformers"
"nace_27_120000000000001","nace_27_100000000000001","27.120000000000001","Manufacture of electricity distribution and control apparatus"
"nace_27_199999999999999","nace_27","27.199999999999999","Manufacture of batteries and accumulators"
"nace_27_199999999999999","nace_27_199999999999999","27.199999999999999","Manufacture of batteries and accumulators"
"nace_27_300000000000001","nace_27","27.300000000000001","Manufacture of wiring and wiring devices"
"nace_27_309999999999999","nace_27_300000000000001","27.309999999999999","Manufacture of fibre optic cables"
"nace_27_32","nace_27_300000000000001","27.32","Manufacture of other electronic and electric wires and cables"
"nace_27_329999999999998","nace_27_300000000000001","27.329999999999998","Manufacture of wiring devices"
"nace_27_399999999999999","nace_27","27.399999999999999","Manufacture of electric lighting equipment"
"nace_27_399999999999999","nace_27_399999999999999","27.399999999999999","Manufacture of electric lighting equipment"
"nace_27_5","nace_27","27.5","Manufacture of domestic appliances"
"nace_27_510000000000002","nace_27_5","27.510000000000002","Manufacture of electric domestic appliances"
"nace_27_52","nace_27_5","27.52","Manufacture of non-electric domestic appliances"
"nace_27_899999999999999","nace_27","27.899999999999999","Manufacture of other electrical equipment"
"nace_27_899999999999999","nace_27_899999999999999","27.899999999999999","Manufacture of other electrical equipment"
"nace_28","nace_C","28","Manufacture of machinery and equipment n.e.c."
"nace_28_100000000000001","nace_28","28.100000000000001","Manufacture of general-purpose machinery"
"nace_28_109999999999999","nace_28_100000000000001","28.109999999999999","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
"nace_28_120000000000001","nace_28_100000000000001","28.120000000000001","Manufacture of fluid power equipment"
"nace_28_129999999999999","nace_28_100000000000001","28.129999999999999","Manufacture of other pumps and compressors"
"nace_28_140000000000001","nace_28_100000000000001","28.140000000000001","Manufacture of other taps and valves"
"nace_28_149999999999999","nace_28_100000000000001","28.149999999999999","Manufacture of bearings, gears, gearing and driving elements"
"nace_28_199999999999999","nace_28","28.199999999999999","Manufacture of other general-purpose machinery"
"nace_28_210000000000001","nace_28_199999999999999","28.210000000000001","Manufacture of ovens, furnaces and furnace burners"
"nace_28_219999999999999","nace_28_199999999999999","28.219999999999999","Manufacture of lifting and handling equipment"
"nace_28_23","nace_28_199999999999999","28.23","Manufacture of office machinery and equipment (except computers and peripheral equipment)"
"nace_28_239999999999998","nace_28_199999999999999","28.239999999999998","Manufacture of power-driven hand tools"
"nace_28_25","nace_28_199999999999999","28.25","Manufacture of non-domestic cooling and ventilation equipment"
"nace_28_289999999999999","nace_28_199999999999999","28.289999999999999","Manufacture of other general-purpose machinery n.e.c."
"nace_28_300000000000001","nace_28","28.300000000000001","Manufacture of agricultural and forestry machinery"
"nace_28_300000000000001","nace_28_300000000000001","28.300000000000001","Manufacture of agricultural and forestry machinery"
"nace_28_399999999999999","nace_28","28.399999999999999","Manufacture of metal forming machinery and machine tools"
"nace_28_41","nace_28_399999999999999","28.41","Manufacture of metal forming machinery"
"nace_28_489999999999998","nace_28_399999999999999","28.489999999999998","Manufacture of other machine tools"
"nace_28_899999999999999","nace_28","28.899999999999999","Manufacture of other special-purpose machinery"
"nace_28_91","nace_28_899999999999999","28.91","Manufacture of machinery for metallurgy"
"nace_28_920000000000002","nace_28_899999999999999","28.920000000000002","Manufacture of machinery for mining, quarrying and construction"
"nace_28_93","nace_28_899999999999999","28.93","Manufacture of machinery for food, beverage and tobacco processing"
"nace_28_940000000000001","nace_28_899999999999999","28.940000000000001","Manufacture of machinery for textile, apparel and leather production"
"nace_28_949999999999999","nace_28_899999999999999","28.949999999999999","Manufacture of machinery for paper and paperboard production"
"nace_28_960000000000001","nace_28_899999999999999","28.960000000000001","Manufacture of plastics and rubber machinery"
"nace_28_989999999999998","nace_28_899999999999999","28.989999999999998","Manufacture of other special-purpose machinery n.e.c."
"nace_29","nace_C","29","Manufacture of motor vehicles, trailers and semi-trailers"
"nace_29_100000000000001","nace_29","29.100000000000001","Manufacture of motor vehicles"
"nace_29_100000000000001","nace_29_100000000000001","29.100000000000001","Manufacture of motor vehicles"
"nace_29_199999999999999","nace_29","29.199999999999999","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"
"nace_29_199999999999999","nace_29_199999999999999","29.199999999999999","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"
"nace_29_300000000000001","nace_29","29.300000000000001","Manufacture of parts and accessories for motor vehicles"
"nace_29_309999999999999","nace_29_300000000000001","29.309999999999999","Manufacture of electrical and electronic equipment for motor vehicles"
"nace_29_32","nace_29_300000000000001","29.32","Manufacture of other parts and accessories for motor vehicles"
"nace_30","nace_C","30","Manufacture of other transport equipment"
"nace_30_100000000000001","nace_30","30.100000000000001","Building of ships and boats"
"nace_30_109999999999999","nace_30_100000000000001","30.109999999999999","Building of ships and floating structures"
"nace_30_120000000000001","nace_30_100000000000001","30.120000000000001","Building of pleasure and sporting boats"
"nace_30_199999999999999","nace_30","30.199999999999999","Manufacture of railway locomotives and rolling stock"
"nace_30_199999999999999","nace_30_199999999999999","30.199999999999999","Manufacture of railway locomotives and rolling stock"
"nace_30_300000000000001","nace_30","30.300000000000001","Manufacture of air and spacecraft and related machinery"
"nace_30_300000000000001","nace_30_300000000000001","30.300000000000001","Manufacture of air and spacecraft and related machinery"
"nace_30_399999999999999","nace_30","30.399999999999999","Manufacture of military fighting vehicles"
"nace_30_399999999999999","nace_30_399999999999999","30.399999999999999","Manufacture of military fighting vehicles"
"nace_30_899999999999999","nace_30","30.899999999999999","Manufacture of transport equipment n.e.c."
"nace_30_91","nace_30_899999999999999","30.91","Manufacture of motorcycles"
"nace_30_920000000000002","nace_30_899999999999999","30.920000000000002","Manufacture of bicycles and invalid carriages"
"nace_30_989999999999998","nace_30_899999999999999","30.989999999999998","Manufacture of other transport equipment n.e.c."
"nace_31","nace_C","31","Manufacture of furniture"
"nace_31","nace_31","31","Manufacture of furniture"
"nace_31_010000000000002","nace_31","31.010000000000002","Manufacture of office and shop furniture"
"nace_31_02","nace_31","31.02","Manufacture of kitchen furniture"
"nace_31_030000000000001","nace_31","31.030000000000001","Manufacture of mattresses"
"nace_31_09","nace_31","31.09","Manufacture of other furniture"
"nace_32","nace_C","32","Other manufacturing"
"nace_32_100000000000001","nace_32","32.100000000000001","Manufacture of jewellery, bijouterie and related articles"
"nace_32_109999999999999","nace_32_100000000000001","32.109999999999999","Striking of coins"
"nace_32_119999999999997","nace_32_100000000000001","32.119999999999997","Manufacture of jewellery and related articles"
"nace_32_130000000000003","nace_32_100000000000001","32.130000000000003","Manufacture of imitation jewellery and related articles"
"nace_32_200000000000003","nace_32","32.200000000000003","Manufacture of musical instruments"
"nace_32_200000000000003","nace_32_200000000000003","32.200000000000003","Manufacture of musical instruments"
"nace_32_299999999999997","nace_32","32.299999999999997","Manufacture of sports goods"
"nace_32_299999999999997","nace_32_299999999999997","32.299999999999997","Manufacture of sports goods"
"nace_32_399999999999999","nace_32","32.399999999999999","Manufacture of games and toys"
"nace_32_399999999999999","nace_32_399999999999999","32.399999999999999","Manufacture of games and toys"
"nace_32_5","nace_32","32.5","Manufacture of medical and dental instruments and supplies"
"nace_32_5","nace_32_5","32.5","Manufacture of medical and dental instruments and supplies"
"nace_32_899999999999999","nace_32","32.899999999999999","Manufacturing n.e.c."
"nace_32_909999999999997","nace_32_899999999999999","32.909999999999997","Manufacture of brooms and brushes"
"nace_32_990000000000002","nace_32_899999999999999","32.990000000000002","Other manufacturing n.e.c. "
"nace_33","nace_C","33","Repair and installation of machinery and equipment"
"nace_33_100000000000001","nace_33","33.100000000000001","Repair of fabricated metal products, machinery and equipment"
"nace_33_109999999999999","nace_33_100000000000001","33.109999999999999","Repair of fabricated metal products"
"nace_33_119999999999997","nace_33_100000000000001","33.119999999999997","Repair of machinery"
"nace_33_130000000000003","nace_33_100000000000001","33.130000000000003","Repair of electronic and optical equipment"
"nace_33_140000000000001","nace_33_100000000000001","33.140000000000001","Repair of electrical equipment"
"nace_33_149999999999999","nace_33_100000000000001","33.149999999999999","Repair and maintenance of ships and boats"
"nace_33_159999999999997","nace_33_100000000000001","33.159999999999997","Repair and maintenance of aircraft and spacecraft"
"nace_33_170000000000002","nace_33_100000000000001","33.170000000000002","Repair and maintenance of other transport equipment"
"nace_33_189999999999998","nace_33_100000000000001","33.189999999999998","Repair of other equipment"
"nace_33_200000000000003","nace_33","33.200000000000003","Installation of industrial machinery and equipment"
"nace_33_200000000000003","nace_33_200000000000003","33.200000000000003","Installation of industrial machinery and equipment"
"nace_D","nace_root","D","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
"nace_35","nace_D","35","Electricity, gas, steam and air conditioning supply"
"nace_35_100000000000001","nace_35","35.100000000000001","Electric power generation, transmission and distribution"
"nace_35_109999999999999","nace_35_100000000000001","35.109999999999999","Production of electricity"
"nace_35_119999999999997","nace_35_100000000000001","35.119999999999997","Transmission of electricity"
"nace_35_130000000000003","nace_35_100000000000001","35.130000000000003","Distribution of electricity"
"nace_35_140000000000001","nace_35_100000000000001","35.140000000000001","Trade of electricity"
"nace_35_200000000000003","nace_35","35.200000000000003","Manufacture of gas; distribution of gaseous fuels through mains"
"nace_35_210000000000001","nace_35_200000000000003","35.210000000000001","Manufacture of gas"
"nace_35_219999999999999","nace_35_200000000000003","35.219999999999999","Distribution of gaseous fuels through mains"
"nace_35_229999999999997","nace_35_200000000000003","35.229999999999997","Trade of gas through mains"
"nace_35_299999999999997","nace_35","35.299999999999997","Steam and air conditioning supply"
"nace_35_299999999999997","nace_35_299999999999997","35.299999999999997","Steam and air conditioning supply"
"nace_E","nace_root","E","WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
"nace_36","nace_E","36","Water collection, treatment and supply"
"nace_36","nace_36","36","Water collection, treatment and supply"
"nace_36","nace_36","36","Water collection, treatment and supply"
"nace_37","nace_E","37","Sewerage"
"nace_37","nace_37","37","Sewerage"
"nace_37","nace_37","37","Sewerage"
"nace_38","nace_E","38","Waste collection, treatment and disposal activities; materials recovery"
"nace_38_100000000000001","nace_38","38.100000000000001","Waste collection"
"nace_38_109999999999999","nace_38_100000000000001","38.109999999999999","Collection of non-hazardous waste"
"nace_38_119999999999997","nace_38_100000000000001","38.119999999999997","Collection of hazardous waste"
"nace_38_200000000000003","nace_38","38.200000000000003","Waste treatment and disposal"
"nace_38_210000000000001","nace_38_200000000000003","38.210000000000001","Treatment and disposal of non-hazardous waste"
"nace_38_219999999999999","nace_38_200000000000003","38.219999999999999","Treatment and disposal of hazardous waste"
"nace_38_299999999999997","nace_38","38.299999999999997","Materials recovery"
"nace_38_310000000000002","nace_38_299999999999997","38.310000000000002","Dismantling of wrecks"
"nace_38_32","nace_38_299999999999997","38.32","Recovery of sorted materials"
"nace_39","nace_E","39","Remediation activities and other waste management services"
"nace_39","nace_39","39","Remediation activities and other waste management services"
"nace_39","nace_39","39","Remediation activities and other waste management services"
"nace_F","nace_root","F","CONSTRUCTION"
"nace_41","nace_F","41","Construction of buildings"
"nace_41_100000000000001","nace_41","41.100000000000001","Development of building projects"
"nace_41_100000000000001","nace_41_100000000000001","41.100000000000001","Development of building projects"
"nace_41_200000000000003","nace_41","41.200000000000003","Construction of residential and non-residential buildings"
"nace_41_200000000000003","nace_41_200000000000003","41.200000000000003","Construction of residential and non-residential buildings"
"nace_42","nace_F","42","Civil engineering"
"nace_42_100000000000001","nace_42","42.100000000000001","Construction of roads and railways"
"nace_42_109999999999999","nace_42_100000000000001","42.109999999999999","Construction of roads and motorways"
"nace_42_119999999999997","nace_42_100000000000001","42.119999999999997","Construction of railways and underground railways"
"nace_42_130000000000003","nace_42_100000000000001","42.130000000000003","Construction of bridges and tunnels"
"nace_42_200000000000003","nace_42","42.200000000000003","Construction of utility projects"
"nace_42_210000000000001","nace_42_200000000000003","42.210000000000001","Construction of utility projects for fluids"
"nace_42_219999999999999","nace_42_200000000000003","42.219999999999999","Construction of utility projects for electricity and telecommunications"
"nace_42_899999999999999","nace_42","42.899999999999999","Construction of other civil engineering projects"
"nace_42_909999999999997","nace_42_899999999999999","42.909999999999997","Construction of water projects"
"nace_42_990000000000002","nace_42_899999999999999","42.990000000000002","Construction of other civil engineering projects n.e.c."
"nace_43","nace_F","43","Specialised construction activities"
"nace_43_100000000000001","nace_43","43.100000000000001","Demolition and site preparation"
"nace_43_109999999999999","nace_43_100000000000001","43.109999999999999","Demolition"
"nace_43_119999999999997","nace_43_100000000000001","43.119999999999997","Site preparation"
"nace_43_130000000000003","nace_43_100000000000001","43.130000000000003","Test drilling and boring"
"nace_43_200000000000003","nace_43","43.200000000000003","Electrical, plumbing and other construction installation activities"
"nace_43_210000000000001","nace_43_200000000000003","43.210000000000001","Electrical installation"
"nace_43_219999999999999","nace_43_200000000000003","43.219999999999999","Plumbing, heat and air-conditioning installation"
"nace_43_289999999999999","nace_43_200000000000003","43.289999999999999","Other construction installation"
"nace_43_299999999999997","nace_43","43.299999999999997","Building completion and finishing"
"nace_43_310000000000002","nace_43_299999999999997","43.310000000000002","Plastering"
"nace_43_32","nace_43_299999999999997","43.32","Joinery installation"
"nace_43_329999999999998","nace_43_299999999999997","43.329999999999998","Floor and wall covering"
"nace_43_340000000000003","nace_43_299999999999997","43.340000000000003","Painting and glazing"
"nace_43_390000000000001","nace_43_299999999999997","43.390000000000001","Other building completion and finishing"
"nace_43_899999999999999","nace_43","43.899999999999999","Other specialised construction activities"
"nace_43_909999999999997","nace_43_899999999999999","43.909999999999997","Roofing activities"
"nace_43_990000000000002","nace_43_899999999999999","43.990000000000002","Other specialised construction activities n.e.c."
"nace_G","nace_root","G","WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES"
"nace_45","nace_G","45","Wholesale and retail trade and repair of motor vehicles and motorcycles"
"nace_45_100000000000001","nace_45","45.100000000000001","Sale of motor vehicles"
"nace_45_109999999999999","nace_45_100000000000001","45.109999999999999","Sale of cars and light motor vehicles"
"nace_45_189999999999998","nace_45_100000000000001","45.189999999999998","Sale of other motor vehicles"
"nace_45_200000000000003","nace_45","45.200000000000003","Maintenance and repair of motor vehicles"
"nace_45_200000000000003","nace_45_200000000000003","45.200000000000003","Maintenance and repair of motor vehicles"
"nace_45_299999999999997","nace_45","45.299999999999997","Sale of motor vehicle parts and accessories"
"nace_45_310000000000002","nace_45_299999999999997","45.310000000000002","Wholesale trade of motor vehicle parts and accessories"
"nace_45_32","nace_45_299999999999997","45.32","Retail trade of motor vehicle parts and accessories"
"nace_45_399999999999999","nace_45","45.399999999999999","Sale, maintenance and repair of motorcycles and related parts and accessories"
"nace_45_399999999999999","nace_45_399999999999999","45.399999999999999","Sale, maintenance and repair of motorcycles and related parts and accessories"
"nace_46","nace_G","46","Wholesale trade, except of motor vehicles and motorcycles"
"nace_46_100000000000001","nace_46","46.100000000000001","Wholesale on a fee or contract basis"
"nace_46_109999999999999","nace_46_100000000000001","46.109999999999999","Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
"nace_46_119999999999997","nace_46_100000000000001","46.119999999999997","Agents involved in the sale of fuels, ores, metals and industrial chemicals"
"nace_46_130000000000003","nace_46_100000000000001","46.130000000000003","Agents involved in the sale of timber and building materials"
"nace_46_140000000000001","nace_46_100000000000001","46.140000000000001","Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
"nace_46_149999999999999","nace_46_100000000000001","46.149999999999999","Agents involved in the sale of furniture, household goods, hardware and ironmongery"
"nace_46_159999999999997","nace_46_100000000000001","46.159999999999997","Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
"nace_46_170000000000002","nace_46_100000000000001","46.170000000000002","Agents involved in the sale of food, beverages and tobacco"
"nace_46_18","nace_46_100000000000001","46.18","Agents specialised in the sale of other particular products"
"nace_46_189999999999998","nace_46_100000000000001","46.189999999999998","Agents involved in the sale of a variety of goods"
"nace_46_200000000000003","nace_46","46.200000000000003","Wholesale of agricultural raw materials and live animals"
"nace_46_210000000000001","nace_46_200000000000003","46.210000000000001","Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
"nace_46_219999999999999","nace_46_200000000000003","46.219999999999999","Wholesale of flowers and plants"
"nace_46_229999999999997","nace_46_200000000000003","46.229999999999997","Wholesale of live animals"
"nace_46_240000000000002","nace_46_200000000000003","46.240000000000002","Wholesale of hides, skins and leather"
"nace_46_299999999999997","nace_46","46.299999999999997","Wholesale of food, beverages and tobacco"
"nace_46_310000000000002","nace_46_299999999999997","46.310000000000002","Wholesale of fruit and vegetables"
"nace_46_32","nace_46_299999999999997","46.32","Wholesale of meat and meat products"
"nace_46_329999999999998","nace_46_299999999999997","46.329999999999998","Wholesale of dairy products, eggs and edible oils and fats"
"nace_46_340000000000003","nace_46_299999999999997","46.340000000000003","Wholesale of beverages"
"nace_46_350000000000001","nace_46_299999999999997","46.350000000000001","Wholesale of tobacco products"
"nace_46_359999999999999","nace_46_299999999999997","46.359999999999999","Wholesale of sugar and chocolate and sugar confectionery"
"nace_46_369999999999997","nace_46_299999999999997","46.369999999999997","Wholesale of coffee, tea, cocoa and spices"
"nace_46_380000000000003","nace_46_299999999999997","46.380000000000003","Wholesale of other food, including fish, crustaceans and molluscs"
"nace_46_390000000000001","nace_46_299999999999997","46.390000000000001","Non-specialised wholesale of food, beverages and tobacco"
"nace_46_399999999999999","nace_46","46.399999999999999","Wholesale of household goods"
"nace_46_409999999999997","nace_46_399999999999999","46.409999999999997","Wholesale of textiles"
"nace_46_420000000000002","nace_46_399999999999999","46.420000000000002","Wholesale of clothing and footwear"
"nace_46_43","nace_46_399999999999999","46.43","Wholesale of electrical household appliances"
"nace_46_439999999999998","nace_46_399999999999999","46.439999999999998","Wholesale of china and glassware and cleaning materials"
"nace_46_450000000000003","nace_46_399999999999999","46.450000000000003","Wholesale of perfume and cosmetics"
"nace_46_460000000000001","nace_46_399999999999999","46.460000000000001","Wholesale of pharmaceutical goods"
"nace_46_469999999999999","nace_46_399999999999999","46.469999999999999","Wholesale of furniture, carpets and lighting equipment"
"nace_46_479999999999997","nace_46_399999999999999","46.479999999999997","Wholesale of watches and jewellery"
"nace_46_490000000000002","nace_46_399999999999999","46.490000000000002","Wholesale of other household goods"
"nace_46_5","nace_46","46.5","Wholesale of information and communication equipment"
"nace_46_509999999999998","nace_46_5","46.509999999999998","Wholesale of computers, computer peripheral equipment and software"
"nace_46_520000000000003","nace_46_5","46.520000000000003","Wholesale of electronic and telecommunications equipment and parts"
"nace_46_600000000000001","nace_46","46.600000000000001","Wholesale of other machinery, equipment and supplies"
"nace_46_609999999999999","nace_46_600000000000001","46.609999999999999","Wholesale of agricultural machinery, equipment and supplies"
"nace_46_619999999999997","nace_46_600000000000001","46.619999999999997","Wholesale of machine tools"
"nace_46_630000000000003","nace_46_600000000000001","46.630000000000003","Wholesale of mining, construction and civil engineering machinery"
"nace_46_640000000000001","nace_46_600000000000001","46.640000000000001","Wholesale of machinery for the textile industry and of sewing and knitting machines"
"nace_46_649999999999999","nace_46_600000000000001","46.649999999999999","Wholesale of office furniture"
"nace_46_659999999999997","nace_46_600000000000001","46.659999999999997","Wholesale of other office machinery and equipment"
"nace_46_689999999999998","nace_46_600000000000001","46.689999999999998","Wholesale of other machinery and equipment"
"nace_46_700000000000003","nace_46","46.700000000000003","Other specialised wholesale"
"nace_46_710000000000001","nace_46_700000000000003","46.710000000000001","Wholesale of solid, liquid and gaseous fuels and related products"
"nace_46_719999999999999","nace_46_700000000000003","46.719999999999999","Wholesale of metals and metal ores"
"nace_46_729999999999997","nace_46_700000000000003","46.729999999999997","Wholesale of wood, construction materials and sanitary equipment"
"nace_46_740000000000002","nace_46_700000000000003","46.740000000000002","Wholesale of hardware, plumbing and heating equipment and supplies"
"nace_46_75","nace_46_700000000000003","46.75","Wholesale of chemical products"
"nace_46_759999999999998","nace_46_700000000000003","46.759999999999998","Wholesale of other intermediate products"
"nace_46_770000000000003","nace_46_700000000000003","46.770000000000003","Wholesale of waste and scrap"
"nace_46_899999999999999","nace_46","46.899999999999999","Non-specialised wholesale trade"
"nace_46_899999999999999","nace_46_899999999999999","46.899999999999999","Non-specialised wholesale trade"
"nace_47","nace_G","47","Retail trade, except of motor vehicles and motorcycles"
"nace_47_100000000000001","nace_47","47.100000000000001","Retail sale in non-specialised stores"
"nace_47_109999999999999","nace_47_100000000000001","47.109999999999999","Retail sale in non-specialised stores with food, beverages or tobacco predominating"
"nace_47_189999999999998","nace_47_100000000000001","47.189999999999998","Other retail sale in non-specialised stores"
"nace_47_200000000000003","nace_47","47.200000000000003","Retail sale of food, beverages and tobacco in specialised stores"
"nace_47_210000000000001","nace_47_200000000000003","47.210000000000001","Retail sale of fruit and vegetables in specialised stores"
"nace_47_219999999999999","nace_47_200000000000003","47.219999999999999","Retail sale of meat and meat products in specialised stores"
"nace_47_229999999999997","nace_47_200000000000003","47.229999999999997","Retail sale of fish, crustaceans and molluscs in specialised stores"
"nace_47_240000000000002","nace_47_200000000000003","47.240000000000002","Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
"nace_47_25","nace_47_200000000000003","47.25","Retail sale of beverages in specialised stores"
"nace_47_259999999999998","nace_47_200000000000003","47.259999999999998","Retail sale of tobacco products in specialised stores"
"nace_47_289999999999999","nace_47_200000000000003","47.289999999999999","Other retail sale of food in specialised stores"
"nace_47_299999999999997","nace_47","47.299999999999997","Retail sale of automotive fuel in specialised stores"
"nace_47_299999999999997","nace_47_299999999999997","47.299999999999997","Retail sale of automotive fuel in specialised stores"
"nace_47_399999999999999","nace_47","47.399999999999999","Retail sale of information and communication equipment in specialised stores"
"nace_47_409999999999997","nace_47_399999999999999","47.409999999999997","Retail sale of computers, peripheral units and software in specialised stores"
"nace_47_420000000000002","nace_47_399999999999999","47.420000000000002","Retail sale of telecommunications equipment in specialised stores"
"nace_47_43","nace_47_399999999999999","47.43","Retail sale of audio and video equipment in specialised stores"
"nace_47_5","nace_47","47.5","Retail sale of other household equipment in specialised stores"
"nace_47_509999999999998","nace_47_5","47.509999999999998","Retail sale of textiles in specialised stores"
"nace_47_520000000000003","nace_47_5","47.520000000000003","Retail sale of hardware, paints and glass in specialised stores"
"nace_47_530000000000001","nace_47_5","47.530000000000001","Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
"nace_47_539999999999999","nace_47_5","47.539999999999999","Retail sale of electrical household appliances in specialised stores"
"nace_47_590000000000003","nace_47_5","47.590000000000003","Retail sale of furniture, lighting equipment and other household articles in specialised stores"
"nace_47_600000000000001","nace_47","47.600000000000001","Retail sale of cultural and recreation goods in specialised stores"
"nace_47_609999999999999","nace_47_600000000000001","47.609999999999999","Retail sale of books in specialised stores"
"nace_47_619999999999997","nace_47_600000000000001","47.619999999999997","Retail sale of newspapers and stationery in specialised stores"
"nace_47_630000000000003","nace_47_600000000000001","47.630000000000003","Retail sale of music and video recordings in specialised stores"
"nace_47_640000000000001","nace_47_600000000000001","47.640000000000001","Retail sale of sporting equipment in specialised stores"
"nace_47_649999999999999","nace_47_600000000000001","47.649999999999999","Retail sale of games and toys in specialised stores"
"nace_47_700000000000003","nace_47","47.700000000000003","Retail sale of other goods in specialised stores"
"nace_47_710000000000001","nace_47_700000000000003","47.710000000000001","Retail sale of clothing in specialised stores"
"nace_47_719999999999999","nace_47_700000000000003","47.719999999999999","Retail sale of footwear and leather goods in specialised stores"
"nace_47_729999999999997","nace_47_700000000000003","47.729999999999997","Dispensing chemist in specialised stores"
"nace_47_740000000000002","nace_47_700000000000003","47.740000000000002","Retail sale of medical and orthopaedic goods in specialised stores"
"nace_47_75","nace_47_700000000000003","47.75","Retail sale of cosmetic and toilet articles in specialised stores"
"nace_47_759999999999998","nace_47_700000000000003","47.759999999999998","Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
"nace_47_770000000000003","nace_47_700000000000003","47.770000000000003","Retail sale of watches and jewellery in specialised stores"
"nace_47_780000000000001","nace_47_700000000000003","47.780000000000001","Other retail sale of new goods in specialised stores"
"nace_47_789999999999999","nace_47_700000000000003","47.789999999999999","Retail sale of second-hand goods in stores"
"nace_47_799999999999997","nace_47","47.799999999999997","Retail sale via stalls and markets"
"nace_47_810000000000002","nace_47_799999999999997","47.810000000000002","Retail sale via stalls and markets of food, beverages and tobacco products"
"nace_47_82","nace_47_799999999999997","47.82","Retail sale via stalls and markets of textiles, clothing and footwear"
"nace_47_890000000000001","nace_47_799999999999997","47.890000000000001","Retail sale via stalls and markets of other goods"
"nace_47_899999999999999","nace_47","47.899999999999999","Retail trade not in stores, stalls or markets"
"nace_47_909999999999997","nace_47_899999999999999","47.909999999999997","Retail sale via mail order houses or via Internet"
"nace_47_990000000000002","nace_47_899999999999999","47.990000000000002","Other retail sale not in stores, stalls or markets"
"nace_H","nace_root","H","TRANSPORTATION AND STORAGE"
"nace_49","nace_H","49","Land transport and transport via pipelines"
"nace_49_100000000000001","nace_49","49.100000000000001","Passenger rail transport, interurban"
"nace_49_100000000000001","nace_49_100000000000001","49.100000000000001","Passenger rail transport, interurban"
"nace_49_200000000000003","nace_49","49.200000000000003","Freight rail transport"
"nace_49_200000000000003","nace_49_200000000000003","49.200000000000003","Freight rail transport"
"nace_49_299999999999997","nace_49","49.299999999999997","Other passenger land transport "
"nace_49_310000000000002","nace_49_299999999999997","49.310000000000002","Urban and suburban passenger land transport"
"nace_49_32","nace_49_299999999999997","49.32","Taxi operation"
"nace_49_390000000000001","nace_49_299999999999997","49.390000000000001","Other passenger land transport n.e.c."
"nace_49_399999999999999","nace_49","49.399999999999999","Freight transport by road and removal services"
"nace_49_409999999999997","nace_49_399999999999999","49.409999999999997","Freight transport by road"
"nace_49_420000000000002","nace_49_399999999999999","49.420000000000002","Removal services"
"nace_49_5","nace_49","49.5","Transport via pipeline"
"nace_49_5","nace_49_5","49.5","Transport via pipeline"
"nace_50","nace_H","50","Water transport"
"nace_50_100000000000001","nace_50","50.100000000000001","Sea and coastal passenger water transport"
"nace_50_100000000000001","nace_50_100000000000001","50.100000000000001","Sea and coastal passenger water transport"
"nace_50_200000000000003","nace_50","50.200000000000003","Sea and coastal freight water transport"
"nace_50_200000000000003","nace_50_200000000000003","50.200000000000003","Sea and coastal freight water transport"
"nace_50_299999999999997","nace_50","50.299999999999997","Inland passenger water transport"
"nace_50_299999999999997","nace_50_299999999999997","50.299999999999997","Inland passenger water transport"
"nace_50_399999999999999","nace_50","50.399999999999999","Inland freight water transport"
"nace_50_399999999999999","nace_50_399999999999999","50.399999999999999","Inland freight water transport"
"nace_51","nace_H","51","Air transport"
"nace_51_100000000000001","nace_51","51.100000000000001","Passenger air transport"
"nace_51_100000000000001","nace_51_100000000000001","51.100000000000001","Passenger air transport"
"nace_51_200000000000003","nace_51","51.200000000000003","Freight air transport and space transport"
"nace_51_210000000000001","nace_51_200000000000003","51.210000000000001","Freight air transport"
"nace_51_219999999999999","nace_51_200000000000003","51.219999999999999","Space transport"
"nace_52","nace_H","52","Warehousing and support activities for transportation"
"nace_52_100000000000001","nace_52","52.100000000000001","Warehousing and storage"
